x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,y
29.337,20.633,29.789,27.703,25.617,27.147,28.036,20.472,26.061,28.414,23.636,26.549,22.002,21.605,23.079,27.02,1.3003
22.034,23.303,20.346,29.815,24.529,21.868,24.135,29.106,28.404,20.369,23.255,25.87,26.492,21.696,29.888,22.916,1.2978
20.221,29.645,20.058,22.389,21.687,25.196,22.461,26.635,29.855,25.661,27.689,22.264,26.326,22.859,22.649,28.786,1.3211
24.716,21.047,28.596,22.618,23.053,23.36,28.383,25.886,20.938,22.374,21.749,21.118,23.521,22.369,23.793,20.022,1.3174
20.624,29.447,25.441,21.774,20.517,20.058,26.093,21.016,28.036,27.371,25.485,27.961,23.918,20.813,22.49,20.895,1.3654
23.269,22.231,28.077,23.342,26.276,24.061,20.53,25.334,24.583,23.552,24.129,25.485,23.138,23.415,24.371,20.683,1.1975
23.585,23.172,26.262,28.506,29.14,24.464,28.01,29.242,26.136,23.15,27.806,26.277,26.461,27.571,24.873,27.103,1.1526
27.815,26.305,26.867,24.439,26.435,21.694,21.555,28.846,29.144,20.347,20.288,25.79,23.676,27.869,27.14,26.456,1.2835
22.203,27.349,25.555,21.711,29.904,26.256,28.797,21.489,22.719,23.827,25.333,27.548,28.05,25.597,21.374,27.289,1.2584
22.966,22.046,22.826,20.207,27.845,23.38,22.806,26.465,24.284,25.076,20.43,23.061,27.978,23.525,22.974,20.328,1.2666
24.492,22.809,25.092,23.556,28.394,25.517,24.843,22.831,23.131,25.136,21.539,29.435,25.472,29.094,21.159,23.047,1.2074
21.783,24.589,21.313,29.109,29.065,27.005,22.527,24.359,27.997,29.677,26.289,29.427,20.232,28.214,28.104,23.282,1.2615
26.141,28.883,23.847,21.889,25.382,20.94,22.509,24.085,22.148,20.013,21.88,24.298,23.865,28.867,20.481,21.722,1.3244
21.02,20.92,22.111,28.932,23.372,25.266,25.239,28.688,25.89,24.117,25.625,29.142,28.006,20.187,25.124,26.604,1.2102
23.478,21.001,23.365,22.745,28.599,22.553,22.026,20.526,26.449,23.924,23.975,25.084,29.872,27.48,21.755,23.25,1.2554
20.017,25.132,22.889,29.319,29.039,21.815,29.406,26.986,20.08,25.983,29.694,26.096,20.533,25.798,24.457,23.755,1.2612
25.916,27.426,26.606,24.131,22.69,22.347,26.244,28.086,24.237,23.184,28.979,23.861,24.863,28.368,23.004,25.854,1.2239
25.792,21.081,23.434,26.403,22.499,25.896,23.634,22.051,23.819,21.259,24.741,21.294,22.141,22.055,24.268,20.874,1.3101
21.358,20.418,24.808,27.949,27.05,28.237,26.346,29.256,23.22,20.625,26.791,24.522,22.53,27.387,28.807,29.581,1.2868
23.53,25.31,28.673,20.418,20.076,21.631,20.05,23.056,21.399,22.68,20.244,27.936,25.135,28.93,25.201,20.4,1.3736
26.704,20.395,25.472,21.115,26.234,25.17,27.832,24.209,24.868,25.817,27.91,26.867,28.165,23.255,22.277,22.345,1.2362
20.325,22.571,23.557,23.802,23.262,26.13,24.241,24.28,21.054,23.099,22.568,29.707,28.371,21.192,23.608,20.375,1.2738
28.699,20.452,21.964,22.972,22.596,21.439,21.618,28.956,24.398,29.867,27.999,22.189,28.462,29.178,26.409,26.382,1.2848
24.659,27.831,22.354,20.471,26.564,27.249,22.729,21.211,27.465,27.346,21.252,25.62,25.323,25.666,21.027,29.034,1.2856
25.012,29.869,24.202,23.235,22.767,26.004,28.216,23.336,25.716,25.422,25.126,24.909,29.292,23.05,25.548,29.383,1.1798
29.535,27.633,27.57,29.532,22.157,28.353,27.801,27.74,24.478,23.226,27.854,28.098,26.809,20.437,27.097,25.762,1.248
23.89,28.126,22.322,29.747,29.337,24.845,23.108,25.548,28.706,20.169,25.889,29.634,23.795,28.85,26.243,22.85,1.2539
25.964,29.705,27.218,27.904,21.748,25.692,24.964,22.463,22.75,28.595,22.242,22.098,25.891,23.294,26.623,24.095,1.2765
28.983,22.18,20.987,29.953,24.209,20.083,21.044,20.177,29.679,21.904,27.243,21.246,28.662,25.441,20.981,25.045,1.3748
24.929,29.764,27.862,27.4,22.04,22.032,20.91,27.47,25.053,27.016,24.221,29.583,23.379,28.056,20.815,29.706,1.3084
27.557,20.211,20.028,24.846,23.912,28.416,21.402,24.717,22.702,26.855,22.329,21.84,23.473,20.264,27.239,22.16,1.3504
28.058,25.632,24.164,24.148,23.229,27.5,28.517,22.53,23.201,23.357,25.493,27.527,29.261,24.636,23.955,23.426,1.1786
24.578,24.479,26.795,24.049,23.412,21.523,23.053,20.302,27.965,25.108,20.792,23.309,29.493,24.639,24.079,23.168,1.2201
21.592,21.633,25.245,21.696,22.331,24.375,23.151,27.07,23.738,24.648,21.179,26.245,29.702,26.656,21.795,29.856,1.2402
23.175,29.102,25.635,21.659,29,22.501,25.217,20.593,20.69,27.643,25.01,26.624,20.368,23.338,24.7,29.536,1.2847
21.155,23.567,22.603,24.818,24.445,27.294,29.173,29.145,25.339,22.334,29.42,29.85,21.719,24.59,23.934,29.207,1.2155
23.224,27.361,22.531,20.476,21.18,24.987,26.658,28.622,23.264,22.519,20.155,23.228,20.47,22.28,28.072,27.405,1.3339
26.242,26.564,20.275,28.847,28.623,29.681,28.72,28.004,25.822,22.552,24.074,24.875,27.08,21.992,24.056,28.35,1.2435
26.643,23.106,28.16,26.198,25.463,20.388,29.735,23.075,25.221,25.328,26.932,27.589,27.182,28.261,24.011,23.838,1.1787
26.354,26.706,20.626,20.676,21.644,24.198,21.17,20.559,27.779,26.022,25.688,21.204,27.104,26.569,26.107,24.803,1.299
25.499,29.616,24.233,20.017,25.445,27.198,27.168,27.301,25.693,20.26,24.383,27.438,20.391,26.964,29.586,29.344,1.2382
22.741,22.778,20.661,29.375,29.457,25.74,25.936,22.338,21.449,20.745,23.521,28.684,21.829,21.509,27.558,24.148,1.3247
25.08,24.122,28.858,29.152,29.107,23.523,29.691,27.219,23.173,23.765,20.194,20.935,26.892,29.43,25.348,21.609,1.2792
26.753,25.927,23.337,23.893,25.174,21.249,23.426,24.411,26.345,26.595,25.188,29.38,26.566,23.152,20.012,29.996,1.2064
25.365,28.356,20.21,26.905,27.464,24.298,20.11,21.52,28.264,25.274,20.929,24.58,24.634,29.79,25.31,22.107,1.2802
24.551,22.455,28.073,23.122,21.465,23.271,24.877,22.956,24.116,28.986,28.238,20.622,23.072,27.775,26,28.39,1.2393
28.193,20.31,28.895,25.995,26.443,24.494,20.568,23.242,23.659,28.941,29.858,25.259,22.459,21.717,29.63,27.563,1.2832
25.072,29.559,27.506,28.242,20.954,28.567,23.866,21.103,20.235,25.573,25.457,24.249,20.491,28.445,20.968,28.557,1.3128
20.544,26.513,28.369,25.411,29.425,21.927,22.278,20.944,29.751,28.919,26.074,21.928,28.851,26.793,23.666,21.681,1.3347
29.706,23.883,29.018,22.82,24.045,22.733,25.136,28.58,25.769,26.827,25.074,25.816,25.666,29.063,20.71,22.582,1.1916
20.363,22.912,29.274,27.347,21.997,23.014,23.917,27.547,22.58,26.149,29.025,27.173,26.121,28.79,22.956,29.828,1.2549
29.916,22.097,29.778,27.553,23.527,24.862,25.371,25.636,26.794,26.263,29.466,24.673,20.675,27.739,21.996,23.218,1.2188
27.716,28.585,29.123,25.963,25.728,20.488,23.548,21.422,26.777,24.092,26.967,25.767,21.987,21.34,22.383,23.639,1.2747
22.812,20.033,23.087,29.264,24.88,27.426,22.351,20.888,20.363,28.295,29.284,20.004,21.595,23.906,29.724,27.769,1.3409
25.325,27.748,24.531,22.265,25.54,26.835,23.458,20.346,29.551,24.292,20.744,29.724,23.365,21.225,27.707,27.699,1.2801
22.925,23.848,26.955,29.634,26.551,24.267,21.657,25.695,26.253,22.717,28.105,28.183,28.975,23.757,24.249,28.072,1.2009
26.424,27.144,25.981,24.399,27.516,28.506,22.13,28.014,27.82,28.463,28.283,25.943,24.319,25.073,26.4,21.797,1.2073
25.757,20.252,26.133,25.221,20.72,27.036,21.137,22.084,28.484,27.051,23.866,22.813,27.814,23.915,25.146,28.649,1.2831
22.321,23.656,23.182,26.665,20.616,28.028,23.34,27.497,28.383,26.243,21.167,20.72,21.248,25.844,27.113,25.068,1.2566
28.419,20.856,29.695,28.23,25.214,28.814,28.876,29.562,25.999,23.689,27.169,22.922,21.642,24.038,23.265,27.613,1.2699
29.891,24.338,21.503,26.355,28.521,20.742,29.092,27.787,23.439,22.152,26.854,20.351,28.684,22.624,22.521,20.805,1.3514
23.69,22.951,27.243,20.07,27.544,20.374,22.885,27.835,22.792,27.963,27.151,28.115,27.829,26.528,24.667,27.218,1.2383
22.51,24.983,28.574,29.448,29.534,20.118,28.302,21.943,21.036,26.284,24.837,21.512,23.621,23.236,20.376,28.598,1.3307
21.115,21.688,23.003,27.08,23.903,29.053,25.444,29.073,21.349,27.216,22.498,29.281,29.357,24.816,25.777,27.59,1.2311
28.572,29.252,23.886,21.42,28.447,26.393,27.111,29.209,29.38,22.888,23.248,21.377,25.615,20.516,21.31,25.258,1.3228
23.871,28.937,21.61,26.809,24.901,20.51,25.686,23.578,25.447,22.591,24.672,25.971,24.395,26.884,23.76,29.43,1.1998
20.658,26.118,20.409,28.4,20.941,29.525,29.618,24.148,25.492,24.168,26.468,24.353,24.642,22.778,23.334,25.737,1.248
21.513,21.413,27.394,24.496,24.789,22.128,21.489,23.198,28.279,27.829,22.192,20.522,29.384,21.146,24.226,26.24,1.32
22.466,22.532,26.004,26.28,23.205,21.125,24.465,25.569,28.126,26.152,29.099,27.119,27.269,24.303,29.282,28.835,1.1714
29.974,22.765,24.612,22.697,22.363,25.024,23.189,24.756,23.948,29.645,28.044,26.686,21.844,27.683,21.089,22.199,1.2327
26.741,29.961,27.854,21.924,24.727,26.694,22.863,29.378,23.525,26.654,24.169,25.134,26.861,28.155,27.626,22.514,1.2401
27.178,25.666,26.711,26.099,25.496,20.847,21.687,25.807,27.66,28.626,21.27,28.473,29.189,22.425,22.25,29.057,1.2914
29.747,21.646,23.728,23.714,21.365,29.243,28.824,22.51,22.637,28.228,25.144,20.061,27.058,29.212,24.605,25.293,1.2716
23.107,25.604,28.118,28.292,24.39,28.836,27.555,21.142,29.102,24.067,23.58,29.102,21.417,26.842,29.548,28.161,1.2508
22.847,27.525,28.438,26.758,25.556,22.44,23.222,22.123,20.286,20.85,26.9,29.763,23.977,29.182,20.64,24.447,1.3105
28.762,27.315,26.519,22.424,28.255,29.874,23.39,28.54,20.801,21.671,24.31,22.632,25.932,22.132,23.53,25.35,1.2932
27.687,22.326,24.089,22.633,26.213,27.084,23.29,25.863,24.968,25.877,28.66,26.001,23.553,25.413,21.496,23.911,1.1842
28.232,27.718,24.841,21.966,28.578,29.46,23.519,20.981,22.669,22.475,22.022,20.814,22.575,20.35,28.691,26.292,1.3696
23.039,20.613,24.76,27.009,24.35,24.73,26.953,28.215,28.64,20.456,22.129,28.242,24.504,23.879,26.134,22.273,1.2333
24.782,23.057,22.694,23.762,27.067,27.784,21.099,21.91,24.779,21.018,24.626,26.442,26.519,20.582,23.096,25.514,1.2224
27.005,23.365,26.754,24.656,28.013,21.966,27.872,26.681,26.649,24.577,20.777,20.674,22.366,25.625,23.853,27.837,1.2374
26.5,26.918,29.661,21.829,28.111,29.985,28.085,22.237,23.72,23.078,24.785,28.4,22.073,22.696,26.276,25.948,1.2849
21.447,22.13,22.027,25.247,29.792,23.574,28.47,28.057,28.089,29.186,25.212,27.501,24.348,26.557,25.216,21.364,1.2186
27.346,28.549,27.95,21.327,20.237,22.332,28.547,20.796,21.73,21.759,29.12,24.93,28.71,24.409,25.24,27.535,1.3227
21.559,20.681,21.278,27.193,23.655,26.283,28.681,24.768,29.913,29.47,28.354,24.855,22.785,25.499,28.851,28.126,1.2378
27.07,28.097,27.3,20.632,29.596,28.746,24.306,24.811,26.311,21.277,21.974,26.99,27.325,26.324,27.9,21.267,1.2697
26.158,25.05,29.354,25.098,27.381,28,29.673,29.82,25.25,28.023,26.202,26.707,29.03,22.754,21.393,28.179,1.2044
24.805,20.968,23.766,26.835,26.126,21.262,27.926,25.803,25.151,25.26,24.14,25.698,28.583,24.078,20.296,21.156,1.23
21.391,20.895,23.388,20.123,26.388,25.564,25.528,21.735,29.877,23.216,21.942,23.167,20.765,21.053,24.311,24.67,1.3346
26.568,25.4,25.524,25.131,23.959,21.22,27.505,20.199,22.348,23.308,23.9,20.877,25.997,20.751,20.381,28.87,1.3151
28.166,24.254,20.755,25.503,27.217,25.764,29.337,26.318,24.609,29.771,28.794,21.91,24.46,22.265,27.512,24.866,1.2283
20.053,26.193,21.165,25.31,28.875,27.342,24.005,29.303,20.631,24.53,24.706,23.047,29.238,22.463,25.955,20.159,1.3079
26.013,23.262,27.066,23.98,24.004,28.629,26.27,28.507,26.682,29.372,29.576,22.284,26.673,24.857,20.692,24.247,1.176
26.8,21.319,27.715,28.592,20.355,27.621,27.606,27.225,29.003,24.913,29.986,29.322,29.907,27.589,24.765,22.382,1.2543
28.533,23.014,26.053,21.071,23.839,22.194,25.855,21.858,20.769,23.956,28.462,24.567,25.283,29.261,27.736,23.001,1.2486
26.971,25.037,29.84,20.257,22.178,27.378,26.493,24.028,25.112,27.479,26.035,22.978,27.637,27.623,28.98,24.793,1.2114
20.598,22.342,28.713,22.582,20.868,24.566,24.794,26.467,21.626,23.801,22.957,23.697,23.429,23.834,25.693,20.103,1.2633
28.321,24.143,29.434,22.28,23.501,22.419,26.798,27.698,25.861,24.138,21.226,24.016,20.662,29.564,23.165,24.347,1.2306
25.716,25.218,29.953,28.352,26.873,21.334,28.25,21.548,25.2,25.845,27.939,26.202,21.313,24.343,22.405,21.202,1.276
29.63,26.602,22.8,26.604,22.917,27.591,27.533,28.865,27.076,26.901,27.77,27.034,24.948,22.084,26.723,28.418,1.2026
28.086,20.845,27.612,20.184,21.118,25.385,28.392,28.16,21.303,23.469,28.945,20.186,25.071,23.19,20.234,20.758,1.392
24.758,24.802,25.755,23.263,29.985,29.575,22.175,26.057,26.103,28.742,25.272,22.592,22.851,28.69,20.865,27.26,1.2446
23.132,28.755,25.895,20.842,29.689,28.275,20.66,24.125,23.367,21.703,27.552,25.579,23.246,27.971,29.71,21.849,1.3063
29.439,21.338,26.077,29.88,26.486,22.846,22.758,22.05,24.843,27.23,22.759,25.363,25.348,22.72,22.034,21.968,1.3001
21.737,26.338,26.355,29.764,21.827,26.773,29.879,24.956,23.68,28.181,26.768,25.333,23.646,24.54,21.576,29.002,1.2481
22.105,20.021,26.902,24.366,27.862,26.217,26.77,24.501,22.056,29.512,20.007,29.501,23.897,21.742,22.202,26.417,1.3006
22.956,24.936,25.393,25.957,26.815,22.478,24.215,22.978,28.337,21.104,28.681,22.677,28.898,29.319,29.073,28.903,1.2586
24.861,27.467,24.304,21.749,22.237,26.107,22.099,26.401,21.88,24.403,25.662,23.587,28.558,28.467,29.419,24.131,1.2314
21.929,26.365,29.089,20.325,22.654,26.451,24.046,24.293,29.502,27.891,28.613,22.579,25.685,21.386,29.907,26.099,1.2575
27.512,21.575,26.174,27.297,26.367,23.768,21.248,27.057,22.417,27.697,21.454,26.785,25.993,25.185,23.489,26.918,1.2356
25.185,27.402,23.309,26.217,21.976,23.328,24.643,21.877,25.576,24.573,22.401,25.231,20.167,20.955,25.602,29.217,1.2599
21.814,26.087,22.972,26.922,20.039,22.069,25.151,22.661,29.822,26.413,22.742,22.875,29.674,23.979,24.141,21.666,1.3071
25.139,28.916,26.724,23.741,28.484,29.013,21.707,21.768,24.513,29.7,29.811,20.395,25.383,25.267,26.297,29.09,1.2332
22.577,28.577,21.772,28.133,26.779,28.733,21.435,25.948,21.818,28.151,25.843,21.987,29.789,20.767,28.764,26.072,1.2952
29.103,28.477,24.545,28.37,24.317,22.835,28.447,22.792,29.028,24.228,28.221,28.509,20.114,27.108,20.557,20.435,1.3126
28.284,26.166,25.712,26.517,21.858,21.294,21.283,22.19,20.383,23.864,25.789,22.368,23.118,21.978,23.573,28.023,1.3364
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1.0427
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1.2518
