x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,y
24.812,28.273,26.267,27.06,29.472,25.72,28.254,21.207,27.961,29.214,29.523,22.828,23.877,26.433,20.186,28.73,1.2678
29.944,24.077,26.815,26.776,24.961,27.234,28.613,26.535,23.852,23.747,23.278,28.547,23.872,28.318,28.146,28.046,1.2215
21.585,26.119,29.274,28.96,21.505,21.092,28.52,29.315,20.113,28.372,22.352,27.625,28.332,24.875,28.852,26.749,1.3139
29.484,25.427,27.094,29.716,24.358,23.72,20.876,29.034,24.963,22.073,21.364,25.531,22.1,22.919,28.459,21.126,1.3075
20.485,29.567,27.104,28.839,28.13,21.12,22.382,25.344,22.807,20.675,26.682,25.314,20.535,20.348,27.849,27.102,1.358
25.093,23.925,20.795,26.877,22.927,23.248,29.852,26.936,23.087,28.1,25.331,20.05,24.726,26.164,26.742,29.606,1.221
23.1,26.56,28.943,25.732,26.682,20.105,23.546,28.195,28.529,23.549,26.13,24.294,22.12,22.7,27.979,21.569,1.2813
22.216,21.075,22.269,26.468,21.196,20.305,26.389,27.475,27.396,28.024,23.301,29.317,22.925,24.796,25.956,22.749,1.2882
22.38,20.004,22.123,29.758,27.263,28.116,26.227,20.29,27.21,20.634,21.367,28.06,21.709,29.433,27.944,23.769,1.3154
20.431,21.755,28.631,26.795,22.854,28.968,22.025,29.318,28.116,26.403,21.894,28.781,29.951,25.365,29.085,24.353,1.2678
28.723,21.157,29.711,23.959,21.234,27.415,29.27,25.383,26.998,24.138,25.432,27.043,26.89,28.504,25.232,23.594,1.2034
24.241,29.396,27.264,27.697,27.034,28.789,25.151,27.335,23.742,23.363,27.007,26.28,21.875,23.145,23.742,27.501,1.2232
29.633,27.311,25.807,28.258,20.984,26.702,23.311,22.353,21.894,21.851,24.081,28.951,26.948,22.434,24.09,28.202,1.3012
27.369,26.004,28.268,28.944,22.821,21.966,25.928,26.343,22.9,28.308,29.219,24.807,28.596,24.025,24.928,26.768,1.228
26.107,28.46,27.154,20.661,24.227,29.554,23.659,24.814,26.316,24.43,26.138,29.443,23.652,20.425,21.136,27.005,1.2602
24.382,29.528,21.072,24.204,26.441,25.195,26.276,23.058,26.632,28.138,25.146,27.749,29.517,20.16,25.01,27.958,1.2102
24.478,27.596,29.083,28.585,21.911,24.638,26.135,21.892,25.375,21.046,21.548,29.58,21.347,21.052,20.571,20.696,1.3934
22.016,24.446,26.856,24.397,26.289,21.987,28.327,20.032,24.994,21.526,21.717,25.767,22.757,28.85,26.562,27.761,1.2818
26.535,24.367,27.616,22.9,25.96,21.988,28.604,28.142,28.22,20.693,27.433,26.78,20.329,27.005,28.217,29.17,1.2366
27.319,20.478,23.521,29.435,22.826,22.449,25.436,21.333,23.97,28.771,24.004,29.529,29.06,29.245,23.847,21.362,1.2626
24.638,21.162,28.51,21.383,25.789,24.72,21.229,23.005,25.623,25.786,28.358,21.611,29.625,27.283,29.627,21.248,1.2812
28.949,27.212,24.432,22.921,29.134,21.975,22.295,29.023,28.905,24.267,26.064,27.507,22.157,23.368,21.893,20.671,1.3113
20.332,28.695,27.572,26.216,21.693,28.676,21.671,26.508,26.506,29.873,22.701,20.038,26.404,20.276,28.554,24.276,1.335
20.642,21.604,25.35,21.491,25.789,20.184,24.833,29.153,27.337,27.955,25.666,26.722,25.593,24.619,22.431,21.966,1.2523
20.479,23.375,21.636,28.128,24.966,24.053,26.514,25.765,25.644,26.46,24.52,24.301,26.692,28.044,20.427,23.629,1.1737
26.467,27.057,22.313,21.612,29.264,27.558,20.1,25.491,27.616,25.83,24.035,26.872,21.615,29.661,28.578,29.131,1.2611
21.247,21.264,29.082,21.688,23.973,25.698,28.218,21.243,28.264,27.388,23.766,25.879,29.279,26.413,29.334,29.632,1.2517
28.52,27.657,28.256,26.103,27.219,23.2,28.44,20.998,21.494,22.488,27.28,20.69,23.746,24.415,27.433,27.197,1.3059
25.793,25.393,24.002,21.012,25.471,23.548,23.636,25.33,25.158,21.428,26.931,22.144,23.106,22.807,21.506,21.105,1.2905
26.551,23.865,21.969,24.312,27.621,23.352,25.584,28.67,22.781,22.914,23.111,20.405,23.906,22.529,28.238,22.233,1.2639
23.472,23.599,29.138,23.531,27.324,29.371,26.15,29.729,29.885,26.298,23.688,27,26.303,28.463,26.966,25.575,1.1551
24.118,25.736,26.991,29.176,27.996,28.049,25.007,23.52,20.998,28.045,21.512,24.774,22.704,22.693,26.517,27.909,1.2652
29.854,20.231,22.735,27.69,27.86,21.722,28.178,20.984,25.672,28.083,27.986,29.227,27.494,23.422,20.472,26.679,1.3049
28.498,24.032,20.155,20.654,27.573,29.547,26.032,23.344,25.705,25.707,23.322,25.164,20.821,22.514,27.665,20.348,1.323
26.216,23.083,28.808,21.771,24.389,22.81,26.347,23.032,21.802,20.681,21.717,24.583,23.611,23.525,25.239,26.381,1.2478
20.32,23.333,26.399,28.755,29.952,24.233,25.915,23.953,23.974,28.194,23.035,22.405,25.593,25.168,21.37,20.924,1.2722
29.798,20.618,22.489,28.001,20.456,24.832,23.603,25.873,21.734,27.854,29.249,24.536,24.259,23.195,21.677,28.742,1.2815
24.988,29.808,24.348,21.462,27.315,27.255,21.961,23.264,27.456,22.554,29.704,21.818,21.171,25.285,25.922,22.557,1.3001
24.806,20.962,27.507,26.77,29.173,20.544,22.764,23.515,24.485,29.853,27.971,25.89,28.131,25.196,26.469,29.679,1.2311
26.32,22.068,28.529,24.452,21.396,23.721,26.981,27.884,22.568,22.267,21.431,21.586,29.353,24.772,26.426,29.667,1.288
22.48,24.793,29.18,29.711,27.78,20.583,24.208,28.223,22.188,22.028,27.601,22.401,25.285,29.723,26.494,26.463,1.2693
27.213,26.223,20.356,27.007,22.89,27.648,20.02,22.597,25.995,23.749,22.324,21.097,22.036,29.718,22.658,25.26,1.33
28.334,21.42,26.763,22.916,24.149,21.895,28.111,28.941,29.447,28.628,21.186,28.712,23.104,28.21,28.579,22.305,1.2994
21.285,21.73,29.632,28.146,29.861,24.868,24.918,25.692,20.522,20.161,27.508,28.33,26.401,24.374,27.425,23.378,1.2424
27.599,27.255,24.613,22.928,28.178,29.432,21.408,24.902,24.805,24.339,24.494,25.729,27.352,20.424,22.507,21.1,1.2429
24.231,21.596,25.925,29.797,23.762,26.25,24.151,21.935,25.916,20.308,27.984,27.867,24.534,20.409,28.339,23.309,1.2389
26.96,29.275,24.723,23.55,20.927,24.59,24.572,27.345,24.159,29.81,26.67,20.803,22.425,22.856,27.434,29.263,1.2474
28.94,22.082,29.876,26.713,23.695,23.713,29.969,29.35,29.604,25.01,22.996,29.54,28.737,25.801,20.232,27.236,1.2485
23.833,23.385,27.808,27.37,29.9,27.98,28.786,22.466,28.863,23.18,24.691,29.348,29.484,28.559,22.827,20.148,1.2789
21.49,27.106,21.363,23.059,28.549,24.386,22.211,20.467,21.571,29.217,27.306,27.874,28.014,23.631,25.762,23.246,1.2715
26.174,28.786,21.907,21.706,21.5,21.581,25.355,28.443,25.065,29.02,24.791,23.839,29.791,21.617,23.126,21.413,1.2975
24.192,25.935,26.079,22.203,22.424,22.692,26.029,20.625,26.248,20.736,22.113,29.308,29.746,22.586,28.233,20.566,1.32
20.327,27.384,22.116,22.235,24.701,28.902,28.243,21.488,20.73,23.547,26.967,24.73,26.429,25.958,29.98,26.275,1.2391
26.245,21.782,24.585,29.187,21.64,20.282,28.281,25.861,23.881,24.526,24.819,22.446,22.253,28.963,26.556,21.222,1.289
25.359,23.882,28.391,20.755,29.568,23.642,25.728,26.906,21,21.588,24.702,22.136,28.658,23.565,20.821,26.171,1.2861
29.738,23.365,22.575,28.576,24.86,24.261,21.185,24.404,20.925,26.05,20.75,21.934,21.506,29.867,25.478,24.395,1.2734
24.368,20.488,21.032,24.163,22.142,23.93,22.616,27.124,29.426,22.911,25.84,21.076,25.905,21.576,26.634,28.276,1.2816
22.548,27.227,22.511,23.178,25.144,20.935,25.695,26.35,23.764,27.876,24.747,24.31,24.191,29.925,25.669,29.509,1.1683
27.563,20.533,20.257,29.596,26.37,20.97,20.954,20.912,23.376,20.831,22.202,28.919,27.54,26.576,21.89,26.533,1.4008
25.786,27.036,24.121,25.381,27.213,25.527,21.407,23.944,22.065,20.114,23.701,27.762,24.177,24.568,21.201,20.738,1.271
24.175,23.738,24.353,27.802,25.508,23.185,24.099,26.511,22.946,21.165,21.356,24.931,28.658,28.589,29.843,27.308,1.2144
25.936,29.191,28.535,29.425,20.819,22.854,20.963,26.474,24.356,21.137,26.482,26.332,20.786,20.966,26.689,27.875,1.313
26.705,28.421,21.575,22.558,26.98,27.851,26.449,25.983,20.041,28.856,22.491,28.624,23.6,28.731,28.308,24.392,1.2597
25.269,23.475,23.054,22.872,22.66,24.91,28.549,23.608,21.156,20.318,24.354,28.738,23.288,23.14,20.013,27.245,1.261
20.032,23.065,29.657,23.748,23.266,28.766,28.011,24.583,26.233,27.266,26.326,28.003,29.169,28.007,25.283,27.079,1.1652
24.806,20.144,22.875,26.467,23.846,26.566,28.806,26.019,26.33,29.458,26.365,28.692,29.174,29.576,21.121,26.333,1.1884
20.197,28.317,21.696,22.529,26.301,21.742,26.364,23.325,29.978,27.772,20.904,20.861,20.858,24.035,25.169,29.073,1.3161
25.71,28.069,27.268,29.388,29.91,25.154,21.89,23.245,23.187,24.072,29.195,20.085,25.959,21.018,28.558,29.99,1.286
24.423,24.793,23.111,20.102,23.498,26.792,23.269,20.357,26.624,28.776,20.18,21.306,23.365,22.013,27.579,26.711,1.2997
20.599,23.017,21.012,28.14,26.104,28.564,21.087,29.444,21.265,20.245,28.005,21.151,28.958,27.094,21.826,23.275,1.3616
20.712,26.619,21.325,22.245,28.041,28.388,29.394,29.862,24.037,26.807,28.37,23.424,29.344,29.75,21.372,23.228,1.2818
24.558,23.436,26.479,24.559,20.173,21.809,26.058,23.779,27.492,27.54,29.302,20.298,20.486,27.333,22.523,20.315,1.3067
28.646,29.822,25.467,29.76,29.234,27.522,27.021,26.291,26.584,23.966,20.406,25.069,21.318,20.313,26.928,25.195,1.2653
24.453,21.996,27.211,26.984,26.764,24.253,25.259,20.293,21.186,25.871,20.289,23.52,24.237,23.142,22.98,29.438,1.241
24.132,24.484,23.8,26.204,25.427,25.215,24.506,21.93,28.155,28.987,26.469,21.579,29.934,27.626,20.777,23.021,1.2016
23.554,20.311,25.403,27.238,26.859,23.385,21.655,23.769,28.374,27.939,21.198,21.964,24.447,28.393,20.544,25.248,1.2827
22.729,26.405,29.864,26.713,22.888,22.812,24.553,22.472,25.342,22.687,23.736,24.241,28.28,21.081,25.642,29.568,1.2354
25.162,23.672,22.654,25.485,27.034,21.65,24.851,20.926,23.084,20.608,25.695,26.588,25.998,26.46,23.4,28.19,1.208
21.973,29.99,20.161,22.334,22.314,21.668,24.234,23.147,29.1,21.852,21.088,20.996,21.552,25.567,28.758,29.685,1.3697
22.784,27.905,24.329,24.533,28.814,21.142,24.698,26.615,28.554,25.997,20.849,23.873,24.843,23.915,20.293,22.23,1.2368
21.361,25.408,20.763,26.089,27.555,23.978,21.009,28.13,28.911,20.286,22.483,29.292,25.397,25.019,23.017,29.831,1.2983
29.005,21.14,25.077,26.012,29.797,28.401,24.107,28.565,27.386,21.494,20.21,24.425,20.982,27.237,26.095,27.92,1.2719
26.055,28.007,21.022,24.254,28.938,25.221,25.584,27.818,27.654,21.361,28.818,24.448,25.164,27.443,22.876,24.749,1.2192
25.765,27.123,25.879,22.278,28.692,25.184,28.619,20.137,27.988,21.884,29.756,26.193,24.735,29.564,28.58,26.458,1.231
29.436,26.6,27.472,26.508,23.975,21.174,26.374,26.139,20.535,29.957,20.517,25.172,21.864,27.327,28.39,27.637,1.2677
23.421,28.407,23.735,24.398,21.314,29.588,26.27,21.13,29.279,24.13,28.181,22.369,23.029,25.952,23.742,25.797,1.2405
27.611,28.307,21.762,22.334,20.661,22.534,28.792,21.339,20.462,20.951,29.624,25.396,29.603,28.849,26.972,24.445,1.3207
20.175,21.792,26.402,24.982,26.565,22.412,20.984,22.474,25.374,26.265,22.471,28.179,21.319,24.876,20.563,23.451,1.3169
22.77,23.842,26.766,22.605,23.99,27.394,29.844,26.647,25.108,21.251,28.179,23.738,23.589,23.612,28.7,21.046,1.2353
20.153,21.209,27.127,27.182,29.544,29.48,27.747,26.013,21.302,29.172,21.031,27.551,23.927,20.451,26.903,25.644,1.3152
25.362,23.251,26.425,20.03,25.906,25.995,23.582,25.332,22.752,21.838,26.061,27.691,22.267,28.973,20.835,22.896,1.2722
26.955,23.735,26.906,26.857,28.847,29.932,27.916,22.491,20.711,23.018,20.554,24.651,27.496,24.462,26.67,22.023,1.2796
28.699,27.317,27.927,20.567,23.802,28.625,25.686,28.296,25.693,24.836,23.767,25.424,29.598,26.985,26.312,21.874,1.2219
26.106,23.632,24.912,25.034,29.991,27.884,28.506,25.264,27.405,28.036,20.756,24.623,27.267,21.251,25.816,29.453,1.2003
22.948,27.378,24.016,22.199,23.173,27.52,25.161,26.192,27.533,28.953,26.503,21.001,25.63,28.93,20.744,25.606,1.1976
21.369,26.271,29.395,27.859,27.522,26.17,24.813,29.836,24.45,25.77,26.148,22.454,20.578,23.976,21.748,24.551,1.2377
23.461,24.057,29.197,28.595,23.374,29.234,21.591,21.868,25.533,26.474,24.101,23.933,25.571,21.216,20.801,20.882,1.2911
20.885,25.524,25.69,29.338,29.775,23.797,22.616,23.921,25.853,21.873,23.356,29.081,28.977,28.091,27.268,26.866,1.2517
21.955,20.231,26.415,29.963,23.326,21.884,24.983,23.365,29.519,21.878,21.92,26.158,27.977,21.315,28.655,29.365,1.3226
28.89,20.042,22.2,28.45,28.859,28.209,23.11,28.02,28.364,24.575,20.462,21.817,24.196,26.814,28.593,21.674,1.3112
20.37,24.227,23.211,21.836,20.175,26.6,20.021,27.205,22.948,27.834,29.515,27.674,28.753,23.389,28.381,24.977,1.2798
26.782,28.762,28.624,27.619,24.602,27.446,29.233,28.576,28.595,23.924,26.407,23.636,26.721,20.029,27.496,20.393,1.2658
21.484,22.995,29.935,29.597,27.539,23.756,25.072,24.667,28.3,21.976,28.285,24.034,29.448,24.328,29.095,26.365,1.2259
24.469,27.799,27.884,21.17,29.982,21.639,24.62,27.214,26.483,23.93,24.357,22.219,26.132,27.406,26.167,28.816,1.2335
24.357,21.053,21.645,21.895,25.167,22.813,22.908,27.387,21.242,24.939,25.024,27.053,28.658,29.804,24.217,28.385,1.2076
27.189,23.561,27.89,25.713,21.773,27.621,24.29,29.852,27.206,27.256,20.693,23.007,24.941,29.229,25.027,25.089,1.2136
28.05,20.592,22.315,22.373,26.426,23.934,23.59,25.291,23.417,25.388,20.749,26.059,24.389,27.134,24.219,27.549,1.1817
25.862,20.172,25.57,22.644,25.513,22.213,24.63,21.5,20.139,20.879,26.138,28.316,21.883,28.325,22.339,28.283,1.3301
25.236,29.97,23.042,21.427,25.759,22.565,29.646,24.83,23.561,21.618,25.789,20.966,20.91,21.302,28.422,29.588,1.3155
22.58,24.495,29.874,25.163,22.53,28.224,27.158,29.543,27.907,27.342,25.888,22.101,29.669,28.714,21.755,23.702,1.2306
27.564,22.243,29.139,29.798,29.618,23.155,26.713,25.729,29.655,29.646,27.131,22.513,28.736,22.87,20.979,26.472,1.2854
26.671,26.623,29.61,29.545,21.343,24.539,21.154,25.056,27.641,26.929,23.303,29.098,20.421,28.677,21.526,23.151,1.2981
26.624,26.722,29.504,21.87,20.175,26.344,23.616,20.255,23.07,23.857,28.914,22.723,20.655,20.336,22.203,29.523,1.3509
25.811,23.067,24.33,28.416,28.258,26.07,25.16,25.678,27.799,20.166,20.286,24.82,24.747,26.067,23.335,25.663,1.1761
29.132,20.299,26.819,25.768,20.827,20.483,27.534,29.894,23.601,29.092,28.37,21.854,24.754,28.776,29.037,25.349,1.2946
28.538,27.676,22.502,24.452,22.573,25.32,27.274,21.908,27.029,29.183,20.689,23.176,22.097,26.243,21.141,23.853,1.2954
29.845,25.702,26.979,25.699,27.941,20.431,24.163,25.176,21.878,22.578,21.948,23.568,20.786,20.649,23.992,26.212,1.3091
